,asin,title,description,category,topic_name,topic_rank,bubble_color,bubble_size,clean_link
3691,B0002AS8SE,Super Pet Run-About Hamtrac,"Consisting of eight sections of connectable track, the 4' x 2' <br> assembled hamtrac provides a safe and...",rabbits and rodents,rabbits and rodents_5,34,0.5699638888888888,36.0,27
3698,B0002ASBJK,Nutro Max Wet Cat Food,  <img src='https://images-na.ssl-im...,cat,cat_6,66,0.3684430769230769,65.0,22
3699,B0002ASC8K,"Kaytee Nature's Nest Natural Bamboo, Canary",Super Pet Nature's Nest for your canaries health and well being. <br> Woven bamboo 4 inch cup style nest ...,bird,bird_1,59,0.3883545454545454,44.0,43
3705,B0002ASBFE,Super Pet Sleep-E-Sack Ferret Bed,",Sleep-e-sack is an oversized sleeping bag for a variety of <br> small animals.,Size11.5X17.5 INCH,Color,...",rabbits and rodents,rabbits and rodents_3,7,0.904975,4.0,33
3706,B0002ASBYU,"Van Ness Lightweight Small Dish, 16 Ounce","Lightweight Small Dish, 16-Ounce Capacity. Ideally Sized for <br> Very Small Dogs or Cats. Made From Unit...",cat,cat_1,74,0.5478000000000001,9.0,41
3707,B0002ASBUE,Kaytee Me Travel Carrier,Kaytee Take Me With Travel Carriers are perfect for those times <br> you need or want to transport your p...,bird,bird_2,52,0.347325641025641,39.0,24
3714,B0002AS61S,Kaytee CritterTrail Fun-nels Value Pack #4,"Includes three 90 degree bends with one T piece, two short <br> straights, one long straight, an end blan...",rabbits and rodents,rabbits and rodents_3,75,0.5091040609137052,394.0,42
3715,B0002ASBEK,"Kaytee FerreTrail Flex-E Fun-nels, Colors Vary",Flex-e Fun-nel is the ultimate ferret exerciser. Flex-e Fun-nel <br> stretches into 8 feet of tunneling f...,rabbits and rodents,rabbits and rodents_1,51,0.3554727272727273,77.0,46
3718,B0002ASDWA,Marina Aquascaper Corkscrew Vallisneria Plant Decoration,"Let the Marina Aquascaper Corkscrew Vallisneria Plant add some <br> lush, colorful landscape to your aqua...",fish,fish_3,79,0.461475,4.0,56
3720,B0002ASDDY,Scott Pet Products Petamine Breeding 2lb,Product Highlight(s):Feed to adult breeding birds during the <br> breeding season. This is the original P...,bird,bird_1,47,0.4901666666666666,3.0,40
3731,B0002ASEJM,"Aquascaper Cardamine, 8-Inch","Let the Marina Aquascaper Cardamine Plant add some lush, <br> colorful landscape to your aquarium. Design...",other,other_3,64,0.64235,2.0,28
3734,B0002AS9ME,"Kaytee Paw-Print PetWare Bowl, Colors Vary",Paw-print petware is the perfect fancy feeder for your guinea <br> pig. This fun and fashionable bowl is ...,rabbits and rodents,rabbits and rodents_5,26,0.5651373271889399,217.0,42
3744,B0002ASEKG,"Aquascaper Hairgrass, 8-Inch","Let the Marina Aquascaper Hairgrass Plant add some lush, <br> colorful landscape to your aquarium. Design...",fish,fish_1,31,0.4132714285714285,7.0,28
3747,B0002AS672,"Ethical Pets Color Burst Double Diner Bowl, Small, Green",Color Burst double diners combine a plastic base with stainless <br> bowls for easy to clean style at an ...,cat,cat_5,72,0.6582,6.0,56
3756,B0002ASD6G,Cosmic Pet Cardboard Scratcher with Catnip,Cosmic brand carboard cat scratchers are designed with extra <br> durable long lasting scratch pads. Made...,cat,cat_3,17,0.6109875,8.0,42
3759,B0002ASFQO,"Marina Aquascaper Hygrophila, 20-Inch","Let the Marina Aquascaper Hygrophila Plant add some lush, <br> colorful landscape to your aquarium. Desig...",fish,fish_5,51,0.38908,5.0,37
3760,B0002ASFPA,"Marina Aquascaper Ambulia, 20-Inch","Let the Marina Aquascaper Ambulia Plant add some lush, colorful <br> landscape to your aquarium. Design y...",fish,fish_1,10,0.6497200000000001,5.0,34
3782,B0002ASFXW,Four Paws Professional Mat Removing Dog Grooming Comb,Multiple stainless steel blades quickly and easily eliminates <br> severe mat and tangle problems. Our bl...,dog,dog_6,49,0.5908625000000001,8.0,53
3791,B0002ASHIA,"Living World Wooden Perch Swing, 5-Inch by 4-Inch",The Living World Perch Swing is a great toy for you to add to <br> your bird's cage. The wooden swing pro...,bird,bird_2,32,0.5113,40.0,49
3804,B0002ASDIY,"Marina Ecoscaper Hydrocotyle Silk Plant Plant, 8-Inch",Marina ecoscaper silk plants are the perfect way to enhance your <br> aquatic environment. Besides provid...,fish,fish_4,69,0.4286971246006387,313.0,53
3807,B0002ASJWY,"Aquarium Pharmaceuticals RENA Cal Top Light Excel Heater 11.625 inch, 100W",For 15 to 35 gallon aquariums. Illuminated top and side <br> temperature readings. Fully submersible; wat...,rabbits and rodents,rabbits and rodents_5,4,0.7804,2.0,74
3811,B0002ASL18,"Aquarium Pharmaceuticals RENA Cal Basic Heater 14 inch, 200W",For 40 to 75 gallon aquariums. Computer-calibrated temperature <br> control. Accurately adjusts water tem...,rabbits and rodents,rabbits and rodents_4,23,0.82765,2.0,60
3815,B0002ASGC2,API pH UP Freshwater Aquarium Water pH Raising Solution,"pH is the measure of acidity of water, on a scale ranging from 0 <br> to 14. A pH of 0 is the most acidic...",fish,fish_4,50,0.2048576086956522,92.0,55
3826,B0002ASHIK,"Living World Cockatiel Swing with Wooden Perch, 5 1/2-Inch by 7-Inch",The Living World Cockatiel Swing with Perch is a great toy for <br> you to add to your bird's cage. The w...,bird,bird_2,47,0.3603757575757575,33.0,68
3833,B0002ASMJO,Sun Seed Critter Cubes - 2 lb.,Sun Seed Critter Cubes - 2 lb.,rabbits and rodents,rabbits and rodents_3,46,0.3715,2.0,30
3836,B0002ASLKO,"Sun Seed Company Bss10351 Vita Mix Daily Diets Small Hookbill Food, 25-Pound","Sun Seed Company BSS10351 Vita Mix Daily Diets Small Hookbill <br> Food, 25-Pound",bird,bird_3,32,0.6545545454545455,11.0,76
3838,B0002ASD8Y,"Cosmic Pet Catnip Treat, Seafood Gumbo",A highly nuturious cat trat with the extra added attraction of <br> genuine Cosmic Catnip.,cat,cat_1,27,0.6329666666666668,3.0,38
3841,B0002ASHI0,Living World Wooden Ladder Small Animal Toy,The Living World Bird Ladder is a great toy for you to add to <br> your birds cage. The ladder is made of...,bird,bird_3,54,0.552771111111111,45.0,43
3845,B0002ASM3U,"Sun Seed Company Sss13306 Rabbit Pellets, 6-Pound, Pack Of 6.","Sensed pellets food, a quality, alfalfa based pellet with all <br> the vitamins and minerals necessary fo...",rabbits and rodents,rabbits and rodents_1,67,0.2676666666666666,3.0,61
3851,B0002ASLX6,Sun Seed Company Guinea Pig Pellets 25lb,"An alfalfa based pellet with Vitamin C added&#046; These <br> 20&#037; protein pellets are a complete, ba...",rabbits and rodents,rabbits and rodents_4,21,0.6557000000000001,3.0,40
3852,B0002ASN1G,"Sun Seed Company SSS18450 50-Pound Corn Cob Small Animal Fine Granule Bedding, 2 Cubic Feet",Sun seed corn cob fine granule bedding provides complete <br> solution for the bedding and litter needs o...,bird,bird_1,5,0.6472,3.0,91
3853,B0002ASIXE,"Ornabac Bird Supplement, 15Gm","Ornabac 15gm,,",bird,bird_6,48,0.06424,5.0,29
3857,B0002ASNLQ,"Sun Seed Company Bss30012 Economical Mix Parakeet Food, 25-Pound","Sensed parakeet economical mix bird food diet consisting of <br> millet, oat grouts and canary seed. Guar...",bird,bird_4,51,0.3053599999999999,5.0,64
3881,B0002ASG18,Wood Handle Comb for Long Thick coats,High quality comb designed for comfort and long-term use. This <br> shedding comb helps detangle and remo...,cat,cat_5,40,0.6575,2.0,37
3887,B0002ASR30,Pink Parrot Beak Tweaker Rainbow Crazy Cluster (Small),"A tight and colorful combination of wood balls, multicolor rope <br> pieces and rawhide. Hangs to 6"".",bird,bird_2,5,0.8786,2.0,54
3894,B0002ASIXY,"Mardel Vitaflight Food Substitute for Birds, 30-count",VitaFlight 20gm,bird,bird_4,6,0.83165,2.0,53
3919,B0002ASS0W,"PetAg Bene-Bac Pet Gel, 15 Gram Syringe",Bene-Bac Pet Gel is a concentrated live culture of seven common <br> digestive bacteria found in the inte...,rabbits and rodents,rabbits and rodents_3,31,0.4648536585365851,123.0,39
3936,B0002ASMBC,Flexible Rainbow Frisbee Dog Toy,Nylabone Flexi Chew Rainbow Frisbee Dog Toy You and your dog <br> will get hours of fun play out of the F...,dog,dog_1,43,0.8253500000000001,6.0,32
3951,B0002ASMNU,"SUNSEED COMPANY 079622 Aromatic Red Cedar Bedding, 2000 CI","079622 aromatic Red Cedar Bedding , 2000 CI",rabbits and rodents,rabbits and rodents_2,11,0.3155,2.0,58
3952,B0002ASZ2S,8-in-1 Ultra Bites Veggie Puffs 5 oz,8-in-1 Ultra Bites Veggie Puffs 4 oz,rabbits and rodents,rabbits and rodents_4,55,0.7579199999999999,5.0,36
3953,B0002ASZ32,D328 Eight In One Vita-Sol Bird Multivitamin 4oz,"Eight In One 5032762 259780 Vita-sol Multi Vitamins For A <br> homogenized, water soluble, multivitamin c...",bird,bird_2,3,0.7442500000000001,4.0,48
3956,B0002ASU8C,"L/M Animal Farms SLM60451 Corn Cob Small Animal Bedding, 25-Pound",LM-Farms premium corn cob is a 100-percent natural litter and <br> bedding for birds and small animals. F...,bird,bird_2,7,0.50995,2.0,65
3966,B0002AT0HC,8 in 1 eCOTRiTiON Grains &amp; Greens Variety Blend Bird Food for Cockatiels (6 1/2 oz.),A tasty combination of premier seeds and dried greens. A snack <br> treat that is fun and nutritious. Add...,bird,bird_2,4,0.3760666666666667,3.0,88
3969,B0002ASY9M,UltraCare Bird Charcoal for All Birds (2.5 oz),UltraCare Bird Charcoal is an excellent aid to digestion that <br> helps maintain the proper PH in birds ...,bird,bird_1,4,0.845575,4.0,46
3972,B0002ASPOQ,"Four Paws Magic Coat Flea and Tick Cat Grooming Shampoo, 12oz","Magic Coat Flea & Tick Shampoo for Cats & Kittens is specially <br> formulated to kill fleas, ticks and l...",cat,cat_4,73,0.290748,50.0,61
3976,B0002ASY8S,8 in 1 Ecotrition Bird Gravel Canary and Finch 24oz,Vitally important digestive and hygienic aid for canaries and <br> finches. Nature's substitute for a bir...,bird,bird_3,65,0.3377823529411765,17.0,51
3977,B0002ASYHE,8 in 1 Pet Products Cease ! Feather Picking Spray 8oz,Contains aloe vera. Will both deter your bird from feather <br> picking and act to soothe and moisturize ...,bird,bird_2,66,-0.0003999999999999,10.0,53
3984,B0002ASZGO,8in1 UltraCare Sanded Perch Covers - Large Birds,",8in1 UltraCare Sanded Perch Covers,The 8in1 UltraCare Sanded <br> Perch Cover provides an ideal h...",bird,bird_2,10,0.6839,2.0,48
3990,B0002AST8I,Nilodor Deodorizing Pet Shampoo,Were you charmed by pepe lepu. You dont have to hold your breath <br> for long. Bathe in our special pate...,cat,cat_2,26,0.48315,4.0,31
3993,B0002ASBUO,Kaytee Me Travel Carrier,Kaytee Take Me With Travel Carriers are perfect for those times <br> you need or want to transport your p...,rabbits and rodents,rabbits and rodents_5,48,0.4645499999999998,118.0,24
3998,B0002ASYU6,8 in 1 Ultra Care Dri Greens Field Fresh Natural Bird Treats (1/2 oz.),Product Highlight(s):Naturally delicious mix of field fresh <br> vegetable greens. & Supplies essential d...,bird,bird_3,80,0.5786199999999999,5.0,70
4021,B0002AT1NK,"Kookamunga Catnip, 1-Ounce Tub (M6106)","A delicious catnip treat that your pet will crave. Kookamunga, 1 <br> oz., catnip is all natural. 100-per...",cat,cat_3,66,0.4077822784810127,79.0,38
4025,B0002ASZUK,Ultra-Blend Ferret Diet 2lbs,Ultra Blend Ferret Diet is a complete balanced diet formulated <br> with animal proteins to supply the op...,rabbits and rodents,rabbits and rodents_5,38,0.5845,7.0,28
4027,B0002AT57W,Litter Pan Liners,Petmate Boxed Litter Liners 12 Count Large Petmate's extended <br> lines of litter liners and filters hel...,cat,cat_3,72,0.5682999999999999,31.0,17
4032,B0002ASYVK,8 in 1 Premium Bird Protector from Lice &amp; Mites for Small Cages (1/2 oz.),Repels mites and keeps infestations from occurring.,bird,bird_4,61,0.2074333333333333,21.0,77
4036,B0002AT6FI,"Royal Canin Dry Cat Food, Active Mature 28 Formula, 3.5-Pound Bag",Cats that have access to the outdoors have higher energy and <br> nutritional requirements because of the...,cat,cat_2,62,0.6153,2.0,65
4054,B0002ASU7S,"L/M Animal Farms SLM60411 Corn Cob Small Animal Bedding, 40-Pound",LM-Farms premium corn cob is a 100-percent natural litter and <br> bedding for birds and small animals. F...,rabbits and rodents,rabbits and rodents_5,2,0.69855,4.0,65
4056,B0002AT8Y2,"Blue Ribbon Pet Products Exotic Environments Sea Horses Aquarium Ornament, Large","Adorable, colorful and whimsical. Perfect for smaller tanks and <br> bowls, safe for all freshwater and s...",other,other_5,64,0.46685,2.0,80
4058,B0002AT7GG,"Blue Ribbon Pet Products ABLPLY2 Polyester Floss Bag Filter Media, 2-Ounce","Blue ribbon pet products are manufacturers and importers of fish <br> food, aquarium accessories and supp...",amphibians and reptiles,amphibians and reptiles_0,19,0.2482571428571429,7.0,74
4059,B0002AT5AO,FAT CAT Crazy Circle Interactive Cat Toy,These fun toys will drive cats crazy as they bat the ball around <br> the circle trying to get it out.,cat,cat_3,79,0.5790155234657041,554.0,40
4064,B0002AT8QU,"Captain Kidd Treasure Aquarium Ornament, Small",Create an authentic seascape environment.    Resin 3 X 3 X 3,fish,fish_2,29,0.6003333333333333,6.0,46
4070,B0002AT8EM,Exotic Environments Australian Barrier Reef with Clam Aquarium Ornament,Exotic Environments Australian Barrier Reef w/Clam Aquarium <br> Ornament is made with durable poly resin...,fish,fish_2,49,0.3403883720930233,43.0,71
4083,B0002AT7IO,Exotic Environments Forgotten Ruins Aquarium Ornament,Exotic Environments Forgotten Ruins Aquarium Ornament is made <br> with durable poly resin material safe ...,fish,fish_6,74,0.6043375000000002,40.0,53
4097,B0002AT9NW,Exotic Environments Gargoyle Hearth Aquarium Ornament,"Exotic Environments Gargoyle Hearth Aquarium Ornament is made <br> with durable poly resin, 10-1/2-inch b...",fish,fish_5,64,0.9275166666666668,6.0,53
4128,B0002ATD0Q,"Penn Plax Aerating Action Ornament, Diver with Hose &ndash; Color May Vary &ndash; Small",",Penn Plax Action Air ornaments bring animation, charm, and life <br> to your underwater world while aera...",rabbits and rodents,rabbits and rodents_6,19,0.5433430303030301,165.0,88
4133,B0002AT95A,845 Chain Lead X-Heavy,Four Paws Products Mustang Chain Lead 4.0mm X-heavy 6 Ft. These <br> rust-proof chains are available in a...,other,other_3,46,0.1043,2.0,22
4137,B0002ASY7Y,8 in 1 Ultra Care Plumage &amp; Skin Conditioner Bird Bath Spray (8 oz.),"Skin and plummage conditioner containing natural preen gland <br> oil, lanolin, and aloe.",bird,bird_4,72,0.3643666666666666,3.0,72
4138,B0002ASZ50,8 in 1 Bird Gravel Paper 9.5 X 15,8 in 1 Bird Gravel Paper The 8 in 1 Bird Gravel Paper is a <br> convenient and easy to use sheet for lini...,bird,bird_3,23,0.37786,5.0,33
4164,B0002AXGNQ,Prevue Pet Products Quad Pod 4 Leg Bird Cage Stand,Prevue Pet Products Tubular Steel Hanging Bird Cage Stand in <br> Black is a heavy-duty tubular steel cag...,bird,bird_4,55,0.4298458333333333,336.0,50
4165,B0002AXGOK,Prevue Pet Products Hooded Ceramic Cup Assorted Colors Small 4.2 oz,Holds 4 oz. Assorted colors Prevue Pet Products 4 oz. Hooded <br> Ceramic Cup features a faux marble fini...,bird,bird_3,35,0.6293200000000001,5.0,67
4172,B0002BICCU,"L'Avian Plus Bean Cuisine, 3 lb Jar",L'Avian Plus Bean Cuisine is a specially formulated bean and <br> pasta mixture that all Hookbills love.<...,bird,bird_3,43,0.63238,10.0,35
4176,B0002BIO3W,YML Sky Playtop Bird Cage,"18x18"" Brand New Play Top Wrought Iron Cage For Parakeets, <br> Cockatials, Small Birds Or Small Parrot W...",bird,bird_6,4,0.9265666666666666,3.0,25
4178,B0002BIO5K,"Brand New Parrot Bird Wrought Iron Cage Play-top on Wheels 24x22x63, Green","22""x22""x62"", *Green Vein*",bird,bird_4,58,0.679325,8.0,74
4179,B0002BIO9G,"YML 1-Inch Bar Spacing Play Top Wrought Iron Parrot Cage, 40-Inch by 30-Inch In Antique Silver","Product comes in 2 boxes - 40x30"" Brand New Play Top Wrought <br> Iron Cage For Medium Or Large Parrots S...",bird,bird_3,79,0.8571,5.0,94
4180,B0002BIZF4,L'Avian Plus Cockatiel Food,L'Avian Plus Cockatiel Food is a premium nutritionally fortified <br> (with added supplement) seed diet f...,bird,bird_2,68,0.7589,3.0,27
4185,B0002BIZN6,L'Avian Plus Cockatiel Food No Sunflower,L'Avian Plus Cockatiel Food No Sunflower offers a premium <br> nutritionally fortified (with added supple...,bird,bird_6,6,0.8414,3.0,40
4187,B0002BLLZ0,"YML 20-Inch Dometop Parrot Cage with Stand, Antique Silver",Color: Antique Copper Features: -Parrot cage.-Large swing out <br> door.-2 Feeder doors and 2 plastic cup...,bird,bird_2,50,0.5361522935779816,109.0,58
4189,B0002BLLZA,Brand New Parrot Bird Cage Cages Play w/Stand 20x20x58-600HCHR,Color: Chrome Features: -Parrot cage.-Large swing out door.-2 <br> Feeder doors and 2 plastic cups.-2 Per...,bird,bird_6,78,0.4209833333333333,12.0,62
4233,B0002CKGZA,"Living World Prime Powder, 20-Gram",Living World Prime Powder Bird Supplement is the only bird food <br> supplement specifically formulated t...,bird,bird_1,2,0.7954749999999999,4.0,34
4234,B0002CKGY6,"Living World Premium Canary Mix, 2 Pounds",Living World Premium Canary Mix is a gourmet formula made with <br> the highest quality blend of specialt...,bird,bird_2,19,0.4560818181818181,11.0,41
4235,B0002CKGYQ,"Living World Premium Cockatiel Mix, 2 Pounds",Living World Premium Cockatiel Mix is a gourmet formula made <br> with the highest quality blend of speci...,bird,bird_2,45,0.3833,6.0,44
4237,B0002CKGZ0,"Living World Premium Large Parrot Mix, 1.7 Pounds",Living World Premium Large Parrot Mix is a gourmet formula made <br> with the highest quality blend of sp...,bird,bird_6,9,0.1937,2.0,49
4242,B0002CKGXW,"Living World Premium Parakeet/Budgie Mix, 2 Pounds",Living World Premium Mix is a gourmet formula made with the <br> highest quality blend of specialty seeds...,bird,bird_1,27,0.6166375,24.0,50
