,asin,title,description,category,topic_name,bubble_color,bubble_size,clean_link,topic_rank
95,B0009YWHWG,Trim Treats For Cats - 1.5In X 4.5In X 8In,Give To Your Cat As A Tasty Low Fat Treat. Cats <br>Weight:2-5 Lbs Give 4 To 10 Treats A Day/6-10 Lbs <br>Give 12 To 20 Treats A Day. For Good Behavior Or <br>Just To Show Your Cat That You Care.Low In Fat <br>Treat. They Taste Great And Their Crunchy Texture <br>Helps Prevent Tarter Build-Up Keep Teeth Clean And <br>...,cat,cat_1,0.0,1,,28
24,B0002AQRZK,T-Rex Tortoise Dry Formula,",The industry's leading dry, pelleted foods are <br>the T-Rex range of Dry Formulas. All these foods <br>have been professionally designed to provide the <br>best nutrition possible for your pet reptile. <br>Highly palatable and easily absorbed, they are <br>convenient and cost effective.",amphibians and reptiles,amphibians and reptiles_2,0.4806529411764706,17,1.0,28
597,B000YJ4DPU,"Pet Organics (Nala) SNB92008 Reptile Clean Mite <br>and Tick Pet Spray, 8-Ounce",Pet Organics Nala reptile clean mite and tick <br>spray effectively cleans reptile and habitat. <br>Satisfaction ensured. Your pet will love it. <br>Available in 8-ounce.,amphibians and reptiles,amphibians and reptiles_0,-0.477,1,0.0,28
1390,B000VHBORK,"Newmans Own Turkey &amp; Vegetable Dinner for <br>Cats, 5.5-oz. (Pack of 24)","Turn meal time into nutrition time for your kitty <br>with Newman's Own Dinners for Cats. Made with over <br>70% organic ingredients, they're all the nutrition <br>your furry one needs with all the flavor hell find <br>irresistible. Your pal will love the juicy pate <br>while he gets essential amino acids like ...",cat,cat_4,0.4404,1,1.0,28
264,B0002DIICM,Blue Ribbon Pet Products Resin Ornament - Turtle <br>Head Island,"Uniquely different and fun for all aquariums. <br>Hand-crafted Poly-resin and purified sand designs <br>are safe for all freshwater and marine aquariumSea <br>Side Sculptures are safe for all freshwater and <br>marine aquariums6.5 x 3.5 x 4.251,,",fish,fish_5,0.4376,1,,28
85,B0002602QY,Eheim AEH2616260 Filter Pad Set for Model 2226/28 <br>for Aquarium,"Dirt particles become trapped in the porous foam <br>material. At the same time, the material offers a <br>large colonization surface area for the <br>purification bacteria. Even after a short <br>maturation period the foam cartridges perform not <br>only mechanical water purification, but also <br>biological ...",fish,fish_2,0.3890769230769231,13,1.0,28
51,B0002APJZ4,"Sunseed Vita Sunscription Canary Diet, 2.5 Pounds","Delicious foraging diet fortified with vitamins <br>and nutrients that support digestive and skin and <br>feather health. Vita Sunscription Canary Diet is <br>formulated to meet the specific nutritional needs <br>of companion canaries. Wholesome ingredients such <br>as canary grass seed, oat groats, niger seed, and <br>...",bird,bird_1,0.5357733333333333,15,1.0,28
14,B000255QWA,"Tetra 25870 Impeller Whisper Power filter, <br>60-Gallon","This impeller may be white or blue in color, they <br>are the same item just a different color. This is <br>the replacement magnetic impeller for the whisper <br>3, 4, 60, triad 3000 filters.",rabbits and rodents,rabbits and rodents_6,0.3537215384615382,130,,28
5332,B00KOCNPZG,Hartz Nutrition Millet Spray Bird Treats - Pack of <br>6,,bird,bird_0,0.5411,1,,28
3625,B008Z9EFH2,"lams Savory Sauce for Adult Dogs Roasted Beef <br>Flavor, 11 Fl Oz","Iams Savory Sauce is a healthy way to top dry dog <br>food for mealtime variety. When poured over a <br>high-quality dog food such as Iams, Iams Savory <br>Sauce adds essential vitamins, minerals and <br>antioxidants to a complete and balanced meal. <br>Roasted Beef Flavor contains real beef broth and <br>meat for a ...",dog,dog_2,0.0343333333333333,6,1.0,28
1115,B0014CS4F6,"Fresh Step Clay Cat Litter, 7 lbs","Fresh step extreme, clay cat litter has everything <br>you love about clay cat litter while adding the <br>benefit of odor eliminating carbon. Carbonplus <br>works around the clock to neutralize extreme <br>odors, while antimicrobial agents inhibit the <br>growth of bacterial odors in the litter. This <br>highly ...",cat,cat_6,0.5136785714285715,14,1.0,28
190,B0006ABVJ8,"IRIS Pet Hamster Dome Tower House, Red","The Hamster Dome Tower is a wonderful addition to <br>any pet's life. Made of durable Polypropylene and <br>Polystyrene, this Hamster house will last forever. <br>Kit included the workout wheel, food dish and <br>water bottle,,",rabbits and rodents,rabbits and rodents_5,0.0185999999999999,2,1.0,28
95,B0002DIIDG,"Blue Ribbon Exotic EnvironmentsSun Bather, <br>Aquarium Ornament, Large","Hand-crafted Poly-resin and purified sand sculpted <br>into adorable creations. Safe for all reptile <br>terrariums, freshwater and marine aquariums.",fish,fish_0,0.34505,2,1.0,28
323,B0002DJMWW,"Vitakraft Canary Fruit Bisquiti, 1.76-Ounce Box",An egg and fruit flavored bisquit that is lightly <br>baked to a natural wooden center with a clip <br>holder,bird,bird_6,0.3189,2,1.0,28
24,B0002DGQY4,Impeller for Rio 2100 (TAAM),"This is the impeller for the Rio 2100 Water Pump <br>(old model) and the Rio 2100 Aqua- <br>Pump/Powerhead.Size:2 3/4"" L x 1 3/4"" W",other,other_5,0.8062499999999999,2,,28
11,B00025Z71U,"Ocean Nutrition 52528 Cichlid Vegi Flakes, 5.5oz","""Freshwater. Scientifically formulated for <br>herbivorous (algae-eating) african cichlids and <br>other herbivorous freshwater fish. Key ingredients <br>include salmon fillets, plankton, Squid, Krill, <br>clams, kelp, herring and brine shrimp."".",fish,fish_6,0.33958,5,,28
374,B0002FP2VK,- GPS BULK CARIBBEAN CRUNCH 2.5#,"by GOURMET PET SUPPLY - Get Fast Shipping and Low <br>Prices at PetsWarehouse.com on over 43,000 Pet <br>Supplies such as Dog Food, Dog Supplies, Cat Food, <br>Cat Supplies, Bird Food, Bird Supplies, Aquarium <br>Supplies and Fish Supplies.  We offer our <br>customers the largest selection of Pet Supplies <br>online in ...",bird,bird_5,0.32735,2,1.0,28
30548,B00XLH5R8E,Low Carb Hot Dog Rolls (12 Rolls) - Fresh Baked - <br>LC Foods - All Natural - No Sugar - High Protein - <br>Diabetic Friendly,"Fresh baked, low carb Hot Dog Rolls - just 1 net <br>carb per roll. Amazing taste and perfect texture <br>with no preparation - just serve and enjoy! With <br>only 1 net carb, we guarantee that our fresh <br>baked, low carb hot dog rolls are the best tasting <br>low carb hot dog roll you'll ever have. You get 12 <br>...",dog,dog_0,0.1166999999999999,3,1.0,28
197,B000A7MZ74,Deluxe Rear Car Seat Cover,"This Car Seat Cover protects the upholstery of <br>rear car seats to reduce the need for costly <br>upholstery cleanings. Fully covers the back seat, <br>floor area and the back of the front seats. The <br>unique hammock style helps to keep pets safely in <br>the back seat. Seat cover is constructed from <br>black, ...",rabbits and rodents,rabbits and rodents_4,-0.4118,1,1.0,28
4,B00025YW84,Tetra TetraFauna Reptomin Baby Shrimp Treat,"Tetra has been revolutionizing and improving fish <br>nutrition since the companys birth in Germany in <br>1951. Since that time, Tetra has developed one of <br>the most comprehensive bodies of fish food <br>knowledge in the world. Tasty frog and turtle <br>treats made with real shrimp. Whole, sun-dried <br>freshwater ...",amphibians and reptiles,amphibians and reptiles_3,0.5833500000000004,78,,28
226,B000HOBEWC,PetAlive EasyTravel Solution for Travel Sickness <br>in Pets (Granules),"Homeopathic remedy relieves motion sickness for <br>balanced digestion and calm, happy pets during <br>travel",cat,cat_5,-0.024,1,1.0,28
38,B0002DHZ58,Animal Carriers Maroon/Brown Medium,"Attractive, lightweight, and durable airline <br>approved carriers. Perfect for transporting medium <br>to large sized animals. Sturdy polypropylene <br>construction. Features a spring latch on a steel <br>coated door, along with side holes for <br>ventilation.SizeDimensionsSmall19""""L x 12""""W x <br>10""""HMedium23""""L x 14 ...",other,other_4,0.7096,1,1.0,28
12989,B00KO9CKZA,Temptation Treats For Cats 2.47OZ (Pack of 24),,cat,cat_0,0.1779,1,0.0,28
20,B0002AQ9I0,Zoo Med Screen Cover for 55 Gallon Tanks,"Zoo Meds Screen Covers feature one piece plastic <br>frame construction that clips on tight to prevent <br>loss of valuable pets. Some models have access <br>doors for easy routine maintenance (i.e. feeding <br>crickets, etc.) No rust galvanized steel wire, <br>double sealed for safety. Exclusive NEW Clamp Lamp <br>...",other,other_1,0.0052999999999999,2,,28
262,B000CMHWDE,"Petmate Stainless Style Bowl Medium, White with <br>Pampered Pink Dots","New 100% Durable Melamine Material with heavy- <br>gauge stainless steel insert, can be removed for <br>cleaning, or used as a food scoop, will stand up <br>to wear & tear, won't fade, reduces scratches & <br>nicks that can trap bacteria, Dishwasher safe, <br>features non-ski feet.",rabbits and rodents,rabbits and rodents_2,0.33225,2,0.0,28
7224,B00DD5GNKA,Paco Collars - &quot;Zuma Deluxe&quot; - Handmade <br>Leather Medium Dog Collar - 1&quot;Wide - Silver - <br>Chocolate 20&quot;-22&quot;,"Elegant rows of small studs accent this 1_ wide, <br>double layer collar. A fantastic choice for any <br>dog, but especially ones with long coats (you can <br>actually see the collar!) Paco Collars are based <br>on your pet's true neck size, *not* the length of <br>the collar. Please use a cloth measuring tape <br>where ...",dog,dog_1,0.9854,1,,28
15733,B00GS6NWAU,"Hartz First Defense Topical Treatment for Dogs 45, <br>1 CT (Pack of 4)",,dog,dog_3,0.7209,2,0.0,28
127,B0002DI84U,WIPE AWAY FOR CATS 29GM,"by ZODIAC - Get Fast Shipping and Low Prices at <br>PetsWarehouse.com on over 43,000 Pet Supplies such <br>as Dog Food, Dog Supplies, Cat Food, Cat Supplies, <br>Bird Food, Bird Supplies, Aquarium Supplies and <br>Fish Supplies.  We offer our customers the largest <br>selection of Pet Supplies online in the world, ...",cat,cat_2,0.5423,1,1.0,28
13751,B00DD5B7OW,Paco Collars - &quot;Pandora Deluxe&quot; - <br>Handmade Leather Medium Dog Collar - 1&quot;Wide - <br>Brass,This 1_ wide double layer collar features 3/4_ <br>ranger star conchos and petite studs. The thin <br>width and double layer means this collar still <br>shows up through thick coats and an extra D ring <br>makes it so your tags and leash dont have to <br>share. Flashy yet functional. Paco Collars are <br>based on your ...,dog,dog_4,0.8811,3,,28
69,B0002RJM1Y,Harley Davidson Leather Lead 5/8in x 4ft,"These handsome, latigo leather leads are accented <br>with three Bar and Shield medallions, contoured <br>for added appeal&#046;",other,other_6,0.60836,5,,29
819,B0012KIBJ4,"Friskies Cat Treats Tender Chicken Flavor, <br>5.7-Ounce Pouch (Pack Of 10)","With a crunchy texture, whisker-twitching aroma <br>and delicious chicken taste, plus wholesome grain <br>and a touch of garden greens, it's a taste of the <br>great outdoors, minus the muddy paws.",cat,cat_3,0.9231,1,,29
3216,B006V629LU,Spunkeez Rope with X Tennis Ball,",This item is sold by cases of: [24] items.",dog,dog_2,0.8126,1,,29
222,B000CQUCKU,Star Plastic Folding Dog Crate 36L,"The Star Plastic Dog Crate is Airline travel <br>approved. The Star Crate is fully collapsible and <br>folds in less than 20 seconds! Complete cross <br>ventilation for optimum ventilation and <br>visibility. Easy to clean hi-density structural <br>plastic which is stain, water, rust and rot <br>resistant. Easy-open, ...",rabbits and rodents,rabbits and rodents_5,0.9738,1,1.0,29
6,B00008DFBJ,Booda Fresh N' Floss 2 Knot Cotton Rope Tug For Do,Tougher than rawhide and made with flouride.  This <br>great Cotton Rope Tug is a must have for your pet!,other,other_4,0.953,1,,29
81,B0002DI8DQ,"Worldwide Imports AWW30085 Natural Gravel, <br>5-Pound, Rainbow Jems",Natural Gravel. 100-percent Acrylic Coating. Will <br>not alter the chemistry of your aquarium water. <br>Non-toxic. Colorfast. Fresh and Saltwater <br>Aquariums. Ponds. Terrariums. Gardens. Potted <br>Plants. Vases. Ash Trays. Crafts and Hobbies.,fish,fish_4,0.3956466666666667,15,1.0,29
390,B000CMJT7Q,Exo Terra Snails - Unshelled - 3.4 oz,"Exo Terra Snails - Unshelled - 3.4 ozBrand New and <br>Guaranteed for 3 MonthsExo Terra Snails - <br>Unshelled - 3.4 oz,Hagen,HG-015561219570",amphibians and reptiles,amphibians and reptiles_0,0.3291,1,,29
11,B000255PH6,Seachem PhosGuard 1 Liter,Phosguard rapidly removes phosphate and silicate <br>from marine and freshwater aquaria. It is not <br>recommended for phosphate buffered freshwater. <br>Phosguard is highly porous for high capacity and <br>bead-shaped for optimum water flow. It outperforms <br>all competing products.,fish,fish_3,0.3428966101694915,59,,29
6264,B00IQLWP4E,USA Wholesaler - TC-17118 - True Chews Lils USA <br>Beef Bully Twists Odor Free for Little Dogs <br>6&quot; - 3 Pack,"True Chews Lils USA Beef Bully Twists Odor Free <br>for Little Dogs 6"" - 3 PackYou may return any <br>unopened merchandise (except skincare, hair care, <br>and cosmetic items) in its original condition, <br>including original packaging and packing slip <br>within 30 days of receipt and you will receive a <br>full refund ...",dog,dog_6,0.7579,1,,29
87,B0002EZIRO,Lixit Hamster Weather Resistant Wide-Mouth Bottle <br>- 8 oz,"8 oz Hamster Bottle, Wide Mouth Bottle for <br>Hamsters, Rats, Mice and other Small Pets.",rabbits and rodents,rabbits and rodents_1,0.7345666666666667,3,1.0,29
942,B000VK000Y,"Newman'S Own? Organics  Advanced Cat Dry Formula, <br>48-Ounce Bags (Pack Of 2)",,cat,cat_6,0.66205,2,1.0,29
245,B000NXBJUY,East Side Collection Rhinestone Cat Collar-red,"A sparkling row of rhinestones adds a touch of <br>class to these nylon collars and gives any cat a <br>glamorous look. Adjustable 3/8""W collars adjust to <br>fit necks 8""-12"". Black plastic safety buckles <br>break away if collar becomes snagged. Includes a <br>color-coordinated jingle bell.",cat,cat_5,0.9313,1,1.0,29
466,B000YEL592,MFR DISCONTINUED 112112 &quot;Bamboo&quot; CAT <br>Rotating Fine Tooth Comb,,cat,cat_2,0.159,4,,29
8,B0002563SQ,Marina Plastic Thermal Compact Heater Holder for <br>Aquarium,This heater holder is ideal for securing your aqua <br>clear heater to your aquarium wall. Packed in <br>polybag with header. Made of plastic. Measures <br>1-1/5-inch length by 3-2/5-inch width by 5-inch <br>height. This product weighs 0.05-pound.,other,other_1,0.191925,4,,29
1,2272800018,Reef One Biorb Heater Stand,,other,other_2,0.7184,1,,29
1702,B005F5DFRU,"Buckeye All-Natural No Sugar Added Peppermint Bits <br>Treats for Horses, 1 Pound","Made With Natural Peppermint Oil and Contains No <br>Additives&#44; Presrevatives Or Artificial <br>Flavoring. Treat Your Horse With A Whole and <br>Nutritional Reward. Color: Peppermint. Size: 1 <br>pound.,Statements regarding dietary supplements <br>have not been evaluated by the FDA and are not <br>intended to ...",farm animals,farm animals_0,0.5719,1,,29
9,B000256DEK,Bubble-Wall&reg; 12-inch (30 centimeter) Bendable <br>Air Diffuser for Aquariums,Features. Bendable Bubble Wall. Size - 15 in.. <br>Color - Blue,other,other_5,0.0646499999999999,2,,29
48,B000256AD4,Coralife Energy Savers ACL01212 Pure Fluorescent <br>Filter Pads,PureFlo filter pads remove particulate matter from <br>tank water in order to help maintain crystal clear <br>water. When used on top of polyester filters the <br>PureFlo filter will help prevent the clogging of <br>the polyester filters but still allow the safe <br>passage of beneficial bacteria into the aquarium.,fish,fish_2,0.6580117647058824,17,1.0,29
